%Freq.	V(vout)
4.46683592150967e+000	5.00000911115102e-001,-1.67909072949694e-004
4.51855944374926e+000	4.99996595600016e-001,-1.40559741066165e-004
4.57088189614879e+000	5.00003287971513e-001,-2.09373326448952e-004
4.62381021399265e+000	4.99998024329638e-001,-1.70000056414391e-004
4.67735141287203e+000	5.00001732665513e-001,-1.96495394820066e-004
4.73151258961485e+000	4.99998696083216e-001,-1.86367373188040e-004
4.78630092322643e+000	4.99998315996719e-001,-1.76541214371708e-004
4.84172367584104e+000	5.00001372589722e-001,-1.59174859796892e-004
4.89778819368451e+000	4.99998456962961e-001,-2.04260799461990e-004
4.95450190804795e+000	5.00000328574260e-001,-2.10098730349967e-004
5.01187233627277e+000	5.00000953610550e-001,-2.27233073332360e-004
5.06990708274709e+000	4.99997502179749e-001,-1.80430814662215e-004
5.12861383991370e+000	4.99998830609539e-001,-2.27257178890993e-004
5.18800038928966e+000	5.00000736049713e-001,-2.25550417988648e-004
5.24807460249778e+000	4.99997844144068e-001,-2.16726934292217e-004
5.30884444230994e+000	5.00001446265984e-001,-2.61789608646592e-004
5.37031796370258e+000	4.99999286812140e-001,-2.06977757550329e-004
5.43250331492439e+000	4.99998723526119e-001,-2.65253366624785e-004
5.49540873857630e+000	5.00000152578947e-001,-2.01441413600917e-004
5.55904257270409e+000	5.00001679735806e-001,-2.41555217479804e-004
5.62341325190355e+000	5.00000682951333e-001,-1.86367258328511e-004
5.68852930843847e+000	4.99998624410807e-001,-2.55929656320379e-004
5.75439937337163e+000	5.00000401418198e-001,-2.94316649414850e-004
5.82103217770877e+000	5.00000245964329e-001,-2.37386108298273e-004
5.88843655355595e+000	5.00000555719325e-001,-2.39834723721206e-004
5.95662143529017e+000	4.99998190619676e-001,-2.20019073063608e-004
6.02559586074364e+000	4.99998813413059e-001,-2.66868305252905e-004
6.09536897240176e+000	5.00000256831349e-001,-2.44259905467927e-004
6.16595001861489e+000	5.00000831685254e-001,-2.68412568229966e-004
6.23734835482426e+000	4.99998565030822e-001,-2.06934384461321e-004
6.30957344480200e+000	4.99998909696800e-001,-2.52198508114355e-004
6.38263486190556e+000	4.99999827237910e-001,-2.43020914404565e-004
6.45654229034662e+000	5.00001318399996e-001,-2.69411800833384e-004
6.53130552647479e+000	4.99999027729508e-001,-2.72057609085325e-004
6.60693448007603e+000	4.99999216694636e-001,-2.80482925811435e-004
6.68343917568622e+000	4.99999890355947e-001,-2.91652058052056e-004
6.76082975391989e+000	4.99999333104676e-001,-2.57763255283892e-004
6.83911647281437e+000	4.99999974859827e-001,-2.71909236895564e-004
6.91830970918944e+000	4.99999745567294e-001,-2.63896573190467e-004
6.99841996002281e+000	4.99998911858477e-001,-2.42616580785501e-004
7.07945784384146e+000	4.99999881825391e-001,-2.83569666195532e-004
7.16143410212910e+000	5.00000233157614e-001,-3.10450100344198e-004
7.24435960074998e+000	5.00000337402293e-001,-2.79205286097847e-004
7.32824533138912e+000	5.00000743055959e-001,-2.90205327968246e-004
7.41310241300926e+000	5.00000626029987e-001,-3.29217947965526e-004
7.49894209332465e+000	5.00000173986803e-001,-3.16847804271129e-004
7.58577575029193e+000	5.00000215460478e-001,-3.37383592541224e-004
7.67361489361828e+000	4.99999328457009e-001,-2.95749225115776e-004
7.76247116628701e+000	4.99998898919896e-001,-3.06506303873817e-004
7.85235634610081e+000	4.99999060021139e-001,-3.12302822542448e-004
7.94328234724291e+000	5.00000055934916e-001,-3.25250710559704e-004
8.03526122185627e+000	5.00000284299169e-001,-3.21493420988875e-004
8.12830516164109e+000	4.99997931706388e-001,-3.03936892005590e-004
8.22242649947081e+000	4.99999604656612e-001,-3.28438188742065e-004
8.31763771102681e+000	5.00000463104222e-001,-3.29694659073984e-004
8.41395141645205e+000	4.99999980793042e-001,-3.49086653392613e-004
8.51138038202387e+000	4.99998534973169e-001,-3.50328515086210e-004
8.60993752184611e+000	4.99998769693344e-001,-3.38446832188787e-004
8.70963589956092e+000	5.00000249227296e-001,-3.57462213882271e-004
8.81048873008025e+000	5.00000357569741e-001,-3.56792989027667e-004
8.91250938133757e+000	4.99999753547299e-001,-3.37111177207567e-004
9.01571137605968e+000	5.00000358227733e-001,-3.89563318167650e-004
9.12010839355921e+000	4.99999610286229e-001,-3.51498594862590e-004
9.22571427154775e+000	5.00000058576797e-001,-3.88472905783412e-004
9.33254300797003e+000	4.99999340828339e-001,-3.55620130390625e-004
9.44060876285936e+000	4.99999749190095e-001,-3.91986769281422e-004
9.54992586021448e+000	4.99999855686698e-001,-3.70050913809369e-004
9.66050878989826e+000	4.99999833842760e-001,-3.95893606844621e-004
9.77237220955824e+000	5.00000049403003e-001,-4.07701039358369e-004
9.88553094656952e+000	4.99999290732228e-001,-4.09787413993541e-004
1.00000000000001e+001	4.99999441159863e-001,-3.89205087760151e-004
1.01157945425991e+001	4.99999396305108e-001,-4.16131139970309e-004
1.02329299228077e+001	4.99999371511261e-001,-3.98096085465982e-004
1.03514216667936e+001	5.00000191543751e-001,-4.31946322250379e-004
1.04712854805091e+001	4.99998908915604e-001,-4.09009997931039e-004
1.05925372517730e+001	5.00000309398763e-001,-4.38697060245107e-004
1.07151930523762e+001	4.99999081256128e-001,-4.20057394505963e-004
1.08392691402122e+001	4.99999452059871e-001,-4.33510172133631e-004
1.09647819614320e+001	4.99999335465084e-001,-4.29515590120108e-004
1.10917481526242e+001	4.99999412732109e-001,-4.63408711439222e-004
1.12201845430198e+001	4.99999880516725e-001,-4.62874817997404e-004
1.13501081567233e+001	4.99999745831757e-001,-4.57504235144449e-004
1.14815362149690e+001	4.99999288744087e-001,-4.68949782523421e-004
1.16144861384036e+001	5.00000063624378e-001,-4.75404792498156e-004
1.17489755493955e+001	4.99999798940362e-001,-4.88344443038406e-004
1.18850222743704e+001	4.99999881868899e-001,-4.88392101811828e-004
1.20226443461743e+001	4.99999691646372e-001,-4.69677722437243e-004
1.21618600064639e+001	4.99999742136057e-001,-4.92131190544310e-004
1.23026877081240e+001	4.99999885212230e-001,-4.95748844006850e-004
1.24451461177140e+001	4.99999272641817e-001,-5.07090169532099e-004
1.25892541179419e+001	4.99999953038838e-001,-5.13837253419944e-004
1.27350308101668e+001	4.99999533274668e-001,-5.08699193993930e-004
1.28824955169315e+001	4.99999609783375e-001,-4.93559418772972e-004
1.30316677845232e+001	4.99999135382915e-001,-5.19724898778596e-004
1.31825673855643e+001	4.99999783143262e-001,-5.23901576919912e-004
1.33352143216334e+001	4.99999373834315e-001,-5.31026257887372e-004
1.34896288259167e+001	4.99999613753276e-001,-5.52253278760640e-004
1.36458313658895e+001	4.99999744048092e-001,-5.67635799569144e-004
1.38038426460291e+001	4.99999642498417e-001,-5.70499330838159e-004
1.39636836105596e+001	4.99999305253035e-001,-5.88447660804377e-004
1.41253754462278e+001	4.99999343080855e-001,-5.79329135541977e-004
1.42889395851113e+001	4.99999881679068e-001,-5.89216777878634e-004
1.44543977074595e+001	4.99999699567727e-001,-5.99090686705820e-004
1.46217717445674e+001	4.99999471781682e-001,-5.90787374143374e-004
1.47910838816823e+001	4.99999604048399e-001,-5.95718220085001e-004
1.49623565609446e+001	4.99999291726627e-001,-6.08365705270411e-004
1.51356124843623e+001	4.99999592978858e-001,-6.25961993499788e-004
1.53108746168206e+001	4.99999621280287e-001,-6.27272245322409e-004
1.54881661891251e+001	4.99999407653973e-001,-6.26329772519392e-004
1.56675107010817e+001	4.99999434370636e-001,-6.46225933772431e-004
1.58489319246114e+001	4.99999623516732e-001,-6.52732968204039e-004
1.60324539069007e+001	4.99999295926671e-001,-6.34475136212106e-004
1.62181009735896e+001	4.99999359602905e-001,-6.62497817246807e-004
1.64058977319957e+001	4.99999437123373e-001,-6.61211974254622e-004
1.65958690743759e+001	4.99999409239679e-001,-6.69345948331227e-004
1.67880401812259e+001	4.99999144997508e-001,-6.82062804837738e-004
1.69824365246177e+001	4.99999359668941e-001,-6.86919647435535e-004
1.71790838715762e+001	4.99999203272447e-001,-6.91918932009269e-004
1.73780082874941e+001	4.99999551564483e-001,-7.01427929583222e-004
1.75792361395872e+001	4.99999118678091e-001,-7.08820991420191e-004
1.77827941003895e+001	4.99999449537580e-001,-7.31244918318636e-004
1.79887091512882e+001	4.99999498216625e-001,-7.20725975609666e-004
1.81970085861002e+001	4.99999276746044e-001,-7.30525394259006e-004
1.84077200146899e+001	4.99999415288960e-001,-7.41404357508358e-004
1.86208713666290e+001	4.99999489435525e-001,-7.46196990752217e-004
1.88364908948983e+001	4.99999402571737e-001,-7.64252949935669e-004
1.90546071796328e+001	4.99999342429202e-001,-7.72221233207335e-004
1.92752491319097e+001	4.99999244043726e-001,-7.78323268908637e-004
1.94984459975808e+001	4.99999422382097e-001,-7.97223351189667e-004
1.97242273611489e+001	4.99999186182514e-001,-7.91935038663705e-004
1.99526231496892e+001	4.99998861663400e-001,-8.20342918405662e-004
2.01836636368160e+001	4.99999093195976e-001,-8.27719718207850e-004
2.04173794466957e+001	4.99999072015020e-001,-8.17572177956331e-004
2.06538015581057e+001	4.99999205201612e-001,-8.24495911848390e-004
2.08929613085408e+001	4.99999189430029e-001,-8.47008803128360e-004
2.11348903983669e+001	4.99999025681657e-001,-8.54957107697554e-004
2.13796208950227e+001	4.99999294169036e-001,-8.68364018977731e-004
2.16271852372706e+001	4.99999063828414e-001,-8.82661030817216e-004
2.18776162394959e+001	4.99999205232727e-001,-8.87414460122529e-004
2.21309470960568e+001	4.99999039381442e-001,-8.99243670102202e-004
2.23872113856838e+001	4.99999111363233e-001,-9.08590451222857e-004
2.26464430759310e+001	4.99998930616860e-001,-9.18057606051255e-004
2.29086765276782e+001	4.99998892298010e-001,-9.36756592122791e-004
2.31739464996852e+001	4.99998964454108e-001,-9.36539634395345e-004
2.34422881531997e+001	4.99998960140216e-001,-9.58525185590288e-004
2.37137370566170e+001	4.99998941665990e-001,-9.61956513614897e-004
2.39883291901954e+001	4.99998965862494e-001,-9.72780992187956e-004
2.42661009508246e+001	4.99998879473705e-001,-9.91534801834008e-004
2.45470891568508e+001	4.99998942840788e-001,-9.97855427212219e-004
2.48313310529562e+001	4.99998908840513e-001,-1.00439727070254e-003
2.51188643150963e+001	4.99998725256538e-001,-1.02173467583484e-003
2.54097270554935e+001	4.99998797496146e-001,-1.03009094529096e-003
2.57039578276891e+001	4.99998815683105e-001,-1.04749283108039e-003
2.60015956316532e+001	4.99998689426935e-001,-1.06269152313590e-003
2.63026799189543e+001	4.99998694655400e-001,-1.07288104320738e-003
2.66072505979886e+001	4.99998678408784e-001,-1.09036004289096e-003
2.69153480392697e+001	4.99998606916930e-001,-1.09655730018623e-003
2.72270130807797e+001	4.99998672758127e-001,-1.11276924718385e-003
2.75422870333822e+001	4.99998560458294e-001,-1.11937230815220e-003
2.78612116862983e+001	4.99998569245171e-001,-1.13849233319309e-003
2.81838293126451e+001	4.99998508355642e-001,-1.13739539587320e-003
2.85101826750397e+001	4.99998571567186e-001,-1.15803889903327e-003
2.88403150312667e+001	4.99998503598215e-001,-1.17140026713380e-003
2.91742701400123e+001	4.99998422349810e-001,-1.19529178739246e-003
2.95120922666645e+001	4.99998422235822e-001,-1.19850003501886e-003
2.98538261891802e+001	4.99998435693387e-001,-1.22114005786829e-003
3.01995172040208e+001	4.99998379207524e-001,-1.22925808107026e-003
3.05492111321558e+001	4.99998376563132e-001,-1.23515610224987e-003
3.09029543251366e+001	4.99998304519611e-001,-1.25610985301486e-003
3.12607936712402e+001	4.99998284577484e-001,-1.27522557779458e-003
3.16227766016845e+001	4.99998170762861e-001,-1.27997122843825e-003
3.19889510969147e+001	4.99998106771591e-001,-1.30346618393297e-003
3.23593656929635e+001	4.99998134876732e-001,-1.30872601905661e-003
3.27340694878845e+001	4.99998022641118e-001,-1.33289558815564e-003
3.31131121482598e+001	4.99998080192940e-001,-1.34382336759586e-003
3.34965439157835e+001	4.99998033331187e-001,-1.36519058294869e-003
3.38844156139210e+001	4.99997983766474e-001,-1.38096994520766e-003
3.42767786546458e+001	4.99997897972853e-001,-1.39191201489617e-003
3.46736850452539e+001	4.99997863974294e-001,-1.40968123221063e-003
3.50751873952576e+001	4.99997800935390e-001,-1.41349784422291e-003
3.54813389233583e+001	4.99997789095899e-001,-1.44074413253224e-003
3.58921934645013e+001	4.99997780516755e-001,-1.46525517129532e-003
3.63078054770109e+001	4.99997647954309e-001,-1.47458723338899e-003
3.67282300498093e+001	4.99997574230135e-001,-1.49716142951019e-003
3.71535229097181e+001	4.99997542826146e-001,-1.51159702141674e-003
3.75837404288453e+001	4.99997545377934e-001,-1.52171318161779e-003
3.80189396320570e+001	4.99997466226118e-001,-1.54413571046019e-003
3.84591782045362e+001	4.99997438811603e-001,-1.56217363929858e-003
3.89045144994289e+001	4.99997343774875e-001,-1.57842247714566e-003
3.93550075455786e+001	4.99997281596481e-001,-1.59921937419088e-003
3.98107170553506e+001	4.99997204789427e-001,-1.61917519105880e-003
4.02717034325468e+001	4.99997191365588e-001,-1.63502875300798e-003
4.07380277804122e+001	4.99997130447229e-001,-1.65065498828629e-003
4.12097519097340e+001	4.99997061326890e-001,-1.67481928798501e-003
4.16869383470345e+001	4.99996958867994e-001,-1.69176456712898e-003
4.21696503428592e+001	4.99996914012405e-001,-1.71389364409141e-003
4.26579518801603e+001	4.99996813964040e-001,-1.73214338800519e-003
4.31519076827775e+001	4.99996780030348e-001,-1.75061250350194e-003
4.36515832240176e+001	4.99996716392101e-001,-1.77147674023464e-003
4.41570447353323e+001	4.99996665586787e-001,-1.79337506793671e-003
4.46683592150974e+001	4.99996574830746e-001,-1.81330818987772e-003
4.51855944374933e+001	4.99996485476244e-001,-1.83345232070056e-003
4.57088189614886e+001	4.99996395037921e-001,-1.85505570789294e-003
4.62381021399271e+001	4.99996309601040e-001,-1.88013026468861e-003
4.67735141287209e+001	4.99996238541897e-001,-1.89355844590918e-003
4.73151258961492e+001	4.99996149771044e-001,-1.91940734987142e-003
4.78630092322650e+001	4.99996061569118e-001,-1.93823700730234e-003
4.84172367584111e+001	4.99995982040007e-001,-1.96087769658430e-003
4.89778819368458e+001	4.99995863265159e-001,-1.99418326662728e-003
4.95450190804802e+001	4.99995808124940e-001,-2.00792885848907e-003
5.01187233627284e+001	4.99995680363534e-001,-2.03269888558391e-003
5.06990708274717e+001	4.99995613360082e-001,-2.05690275369006e-003
5.12861383991377e+001	4.99995513510199e-001,-2.08131030308656e-003
5.18800038928974e+001	4.99995376927063e-001,-2.10885121037942e-003
5.24807460249785e+001	4.99995295566399e-001,-2.12858349530175e-003
5.30884444231001e+001	4.99995197659652e-001,-2.15615287431270e-003
5.37031796370266e+001	4.99995075868099e-001,-2.17823193941980e-003
5.43250331492447e+001	4.99994982196242e-001,-2.20514807665030e-003
5.49540873857638e+001	4.99994844417452e-001,-2.23087898238003e-003
5.55904257270417e+001	4.99994749450079e-001,-2.25888979134786e-003
5.62341325190363e+001	4.99994630492149e-001,-2.28202911258057e-003
5.68852930843856e+001	4.99994514169635e-001,-2.30647927960941e-003
5.75439937337171e+001	4.99994386849346e-001,-2.33451688288084e-003
5.82103217770886e+001	4.99994252852860e-001,-2.36440249725172e-003
5.88843655355604e+001	4.99994153639214e-001,-2.39092967892861e-003
5.95662143529025e+001	4.99993977459832e-001,-2.41741070094509e-003
6.02559586074373e+001	4.99993844911120e-001,-2.44386062981962e-003
6.09536897240185e+001	4.99993714064247e-001,-2.47060547040124e-003
6.16595001861498e+001	4.99993564646062e-001,-2.50195695984359e-003
6.23734835482435e+001	4.99993438698663e-001,-2.52712473065624e-003
6.30957344480209e+001	4.99993268009449e-001,-2.56257153633052e-003
6.38263486190565e+001	4.99993103924192e-001,-2.59309692024107e-003
6.45654229034672e+001	4.99992967090642e-001,-2.61829380337419e-003
6.53130552647489e+001	4.99992798732404e-001,-2.65259303431268e-003
6.60693448007613e+001	4.99992650737375e-001,-2.68220150804957e-003
6.68343917568632e+001	4.99992470399246e-001,-2.71467410473005e-003
6.76082975391999e+001	4.99992272732063e-001,-2.74543751985664e-003
6.83911647281447e+001	4.99992118059394e-001,-2.78039054208747e-003
6.91830970918954e+001	4.99991946708211e-001,-2.80870912045206e-003
6.99841996002292e+001	4.99991761170801e-001,-2.83958142989716e-003
7.07945784384156e+001	4.99991579010675e-001,-2.87159664386217e-003
7.16143410212921e+001	4.99991348247402e-001,-2.91003032682746e-003
7.24435960075009e+001	4.99991154211815e-001,-2.94315465607368e-003
7.32824533138923e+001	4.99990974768120e-001,-2.97479047411612e-003
7.41310241300937e+001	4.99990747810807e-001,-3.01293918385016e-003
7.49894209332476e+001	4.99990561066883e-001,-3.04246700495742e-003
7.58577575029204e+001	4.99990366071953e-001,-3.07569030449173e-003
7.67361489361840e+001	4.99990120972408e-001,-3.11670414102461e-003
7.76247116628713e+001	4.99989887487084e-001,-3.15181567043404e-003
7.85235634610093e+001	4.99989669859070e-001,-3.18704144140521e-003
7.94328234724303e+001	4.99989422307674e-001,-3.22693337144456e-003
8.03526122185639e+001	4.99989181363704e-001,-3.26166823802538e-003
8.12830516164121e+001	4.99988924963881e-001,-3.30007609253210e-003
8.22242649947094e+001	4.99988671813660e-001,-3.33881920881058e-003
8.31763771102694e+001	4.99988410501112e-001,-3.37607909443323e-003
8.41395141645218e+001	4.99988156120685e-001,-3.41620910164688e-003
8.51138038202400e+001	4.99987871856443e-001,-3.45690057196192e-003
8.60993752184624e+001	4.99987622994016e-001,-3.49220283221595e-003
8.70963589956105e+001	4.99987321968978e-001,-3.53495396285317e-003
8.81048873008038e+001	4.99987026237312e-001,-3.57544403661925e-003
8.91250938133770e+001	4.99986715531379e-001,-3.61887826310780e-003
9.01571137605982e+001	4.99986406555593e-001,-3.66243954728763e-003
9.12010839355935e+001	4.99986100609595e-001,-3.70281401639235e-003
9.22571427154789e+001	4.99985776930006e-001,-3.74630003004469e-003
9.33254300797017e+001	4.99985441864453e-001,-3.78935575744496e-003
9.44060876285950e+001	4.99985135510148e-001,-3.83040846026843e-003
9.54992586021463e+001	4.99984774575982e-001,-3.87749458129516e-003
9.66050878989841e+001	4.99984404664390e-001,-3.92532274802853e-003
9.77237220955838e+001	4.99984071337435e-001,-3.96728658938839e-003
9.88553094656967e+001	4.99983678690537e-001,-4.01685069827496e-003
1.00000000000003e+002	4.99983324104202e-001,-4.05973719454341e-003
1.01157945425993e+002	4.99982932828629e-001,-4.10782447883129e-003
1.02329299228078e+002	4.99982534367765e-001,-4.15576610983995e-003
1.03514216667937e+002	4.99982140480130e-001,-4.20358913369184e-003
1.04712854805093e+002	4.99981730869057e-001,-4.25113903332705e-003
1.05925372517732e+002	4.99981311707926e-001,-4.29952299740047e-003
1.07151930523764e+002	4.99980883046469e-001,-4.34891314997463e-003
1.08392691402123e+002	4.99980421174103e-001,-4.40227445643432e-003
1.09647819614322e+002	4.99979982106228e-001,-4.45170798771975e-003
1.10917481526243e+002	4.99979517587550e-001,-4.50318733250503e-003
1.12201845430200e+002	4.99979051979041e-001,-4.55463807418612e-003
