Freq.	V(vout)
2.16271852372706e+001	4.99998764021811e-001,-8.57891221613116e-004
2.18776162394959e+001	4.99998746878668e-001,-8.67825124638336e-004
2.21309470960568e+001	4.99998729336210e-001,-8.77874056298460e-004
2.23872113856838e+001	4.99998711385136e-001,-8.88039348932398e-004
2.26464430759310e+001	4.99998693015928e-001,-8.98322349637709e-004
2.29086765276782e+001	4.99998674218846e-001,-9.08724421781476e-004
2.31739464996852e+001	4.99998654983924e-001,-9.19246943737665e-004
2.34422881531997e+001	4.99998635300963e-001,-9.29891310346653e-004
2.37137370566170e+001	4.99998615159528e-001,-9.40658932433954e-004
2.39883291901954e+001	4.99998594548938e-001,-9.51551237552347e-004
2.42661009508246e+001	4.99998573458267e-001,-9.62569669005319e-004
2.45470891568508e+001	4.99998551876330e-001,-9.73715687481717e-004
2.48313310529562e+001	4.99998529791687e-001,-9.84990770194622e-004
2.51188643150963e+001	4.99998507192626e-001,-9.96396411909836e-004
2.54097270554935e+001	4.99998484067165e-001,-1.00793412422804e-003
2.57039578276891e+001	4.99998460403043e-001,-1.01960543631253e-003
2.60015956316532e+001	4.99998436187714e-001,-1.03141189553602e-003
2.63026799189543e+001	4.99998411408338e-001,-1.04335506627012e-003
2.66072505979886e+001	4.99998386051775e-001,-1.05543653203570e-003
2.69153480392697e+001	4.99998360104583e-001,-1.06765789399184e-003
2.72270130807797e+001	4.99998333553004e-001,-1.08002077195297e-003
2.75422870333822e+001	4.99998306382959e-001,-1.09252680482569e-003
2.78612116862983e+001	4.99998278580043e-001,-1.10517764990996e-003
2.81838293126451e+001	4.99998250129514e-001,-1.11797498439560e-003
2.85101826750397e+001	4.99998221016287e-001,-1.13092050419678e-003
2.88403150312667e+001	4.99998191224927e-001,-1.14401592534252e-003
2.91742701400123e+001	4.99998160739637e-001,-1.15726298376009e-003
2.95120922666645e+001	4.99998129544254e-001,-1.17066343492218e-003
2.98538261891802e+001	4.99998097622238e-001,-1.18421905527309e-003
3.01995172040208e+001	4.99998064956663e-001,-1.19793164140946e-003
3.05492111321558e+001	4.99998031530210e-001,-1.21180301098454e-003
3.09029543251366e+001	4.99997997325155e-001,-1.22583500269928e-003
3.12607936712402e+001	4.99997962323363e-001,-1.24002947618520e-003
3.16227766016845e+001	4.99997926506274e-001,-1.25438831294478e-003
3.19889510969147e+001	4.99997889854899e-001,-1.26891341635101e-003
3.23593656929635e+001	4.99997852349805e-001,-1.28360671148333e-003
3.27340694878845e+001	4.99997813971105e-001,-1.29847014588236e-003
3.31131121482598e+001	4.99997774698451e-001,-1.31350568966926e-003
3.34965439157835e+001	4.99997734511021e-001,-1.32871533569581e-003
3.38844156139210e+001	4.99997693387506e-001,-1.34410109997508e-003
3.42767786546458e+001	4.99997651306101e-001,-1.35966502186532e-003
3.46736850452539e+001	4.99997608244496e-001,-1.37540916417372e-003
3.50751873952576e+001	4.99997564179858e-001,-1.39133561381839e-003
3.54813389233583e+001	4.99997519088824e-001,-1.40744648168862e-003
3.58921934645013e+001	4.99997472947486e-001,-1.42374390331316e-003
3.63078054770109e+001	4.99997425731379e-001,-1.44023003864370e-003
3.67282300498093e+001	4.99997377415469e-001,-1.45690707303499e-003
3.71535229097181e+001	4.99997327974137e-001,-1.47377721681282e-003
3.75837404288453e+001	4.99997277381170e-001,-1.49084270603879e-003
3.80189396320570e+001	4.99997225609743e-001,-1.50810580269564e-003
3.84591782045362e+001	4.99997172632406e-001,-1.52556879493149e-003
3.89045144994289e+001	4.99997118421069e-001,-1.54323399730756e-003
3.93550075455786e+001	4.99997062946990e-001,-1.56110375121596e-003
3.98107170553506e+001	4.99997006180755e-001,-1.57918042535647e-003
4.02717034325468e+001	4.99996948092266e-001,-1.59746641549538e-003
4.07380277804122e+001	4.99996888650724e-001,-1.61596414547681e-003
4.12097519097340e+001	4.99996827824611e-001,-1.63467606690558e-003
4.16869383470345e+001	4.99996765581679e-001,-1.65360466005497e-003
4.21696503428592e+001	4.99996701888925e-001,-1.67275243372352e-003
4.26579518801603e+001	4.99996636712578e-001,-1.69212192578955e-003
4.31519076827775e+001	4.99996570018081e-001,-1.71171570365852e-003
4.36515832240176e+001	4.99996501770071e-001,-1.73153636432562e-003
4.41570447353323e+001	4.99996431932363e-001,-1.75158653488652e-003
4.46683592150974e+001	4.99996360467928e-001,-1.77186887285765e-003
4.51855944374933e+001	4.99996287338876e-001,-1.79238606636191e-003
4.57088189614886e+001	4.99996212506432e-001,-1.81314083498439e-003
4.62381021399271e+001	4.99996135930919e-001,-1.83413592954994e-003
4.67735141287209e+001	4.99996057571736e-001,-1.85537413279294e-003
4.73151258961492e+001	4.99995977387336e-001,-1.87685825964276e-003
4.78630092322650e+001	4.99995895335204e-001,-1.89859115779108e-003
4.84172367584111e+001	4.99995811371837e-001,-1.92057570759732e-003
4.89778819368458e+001	4.99995725452714e-001,-1.94281482296992e-003
4.95450190804802e+001	4.99995637532282e-001,-1.96531145158590e-003
5.01187233627284e+001	4.99995547563923e-001,-1.98806857511489e-003
5.06990708274717e+001	4.99995455499937e-001,-2.01108920983622e-003
5.12861383991377e+001	4.99995361291508e-001,-2.03437640688593e-003
5.18800038928974e+001	4.99995264888688e-001,-2.05793325281367e-003
5.24807460249785e+001	4.99995166240362e-001,-2.08176286990837e-003
5.30884444231001e+001	4.99995065294226e-001,-2.10586841643151e-003
5.37031796370266e+001	4.99994961996758e-001,-2.13025308742413e-003
5.43250331492447e+001	4.99994856293188e-001,-2.15492011485260e-003
5.49540873857638e+001	4.99994748127470e-001,-2.17987276803675e-003
5.55904257270417e+001	4.99994637442256e-001,-2.20511435423571e-003
5.62341325190363e+001	4.99994524178857e-001,-2.23064821886398e-003
5.68852930843856e+001	4.99994408277221e-001,-2.25647774625385e-003
5.75439937337171e+001	4.99994289675896e-001,-2.28260635979840e-003
5.82103217770886e+001	4.99994168311998e-001,-2.30903752252994e-003
5.88843655355604e+001	4.99994044121179e-001,-2.33577473766205e-003
5.95662143529025e+001	4.99993917037591e-001,-2.36282154883155e-003
6.02559586074373e+001	4.99993786993855e-001,-2.39018154073452e-003
6.09536897240185e+001	4.99993653921019e-001,-2.41785833973991e-003
6.16595001861498e+001	4.99993517748527e-001,-2.44585561393968e-003
6.23734835482435e+001	4.99993378404179e-001,-2.47417707407879e-003
6.30957344480209e+001	4.99993235814094e-001,-2.50282647382467e-003
6.38263486190565e+001	4.99993089902669e-001,-2.53180761016725e-003
6.45654229034672e+001	4.99992940592541e-001,-2.56112432426890e-003
6.53130552647489e+001	4.99992787804544e-001,-2.59078050159846e-003
6.60693448007613e+001	4.99992631457669e-001,-2.62078007268177e-003
6.68343917568632e+001	4.99992471469019e-001,-2.65112701353904e-003
6.76082975391999e+001	4.99992307753767e-001,-2.68182534618365e-003
6.83911647281447e+001	4.99992140225111e-001,-2.71287913918262e-003
6.91830970918954e+001	4.99991968794224e-001,-2.74429250838971e-003
6.99841996002292e+001	4.99991793370214e-001,-2.77606961694929e-003
7.07945784384156e+001	4.99991613860068e-001,-2.80821467659706e-003
7.16143410212921e+001	4.99991430168610e-001,-2.84073194751007e-003
7.24435960075009e+001	4.99991242198444e-001,-2.87362573932880e-003
7.32824533138923e+001	4.99991049849909e-001,-2.90690041157524e-003
7.41310241300937e+001	4.99990853021017e-001,-2.94056037421629e-003
7.49894209332476e+001	4.99990651607412e-001,-2.97461008828934e-003
7.58577575029204e+001	4.99990445502300e-001,-3.00905406647911e-003
7.67361489361840e+001	4.99990234596405e-001,-3.04389687365962e-003
7.76247116628713e+001	4.99990018777902e-001,-3.07914312755416e-003
7.85235634610093e+001	4.99989797932363e-001,-3.11479749947157e-003
7.94328234724303e+001	4.99989571942694e-001,-3.15086471456389e-003
8.03526122185639e+001	4.99989340689075e-001,-3.18734955286828e-003
8.12830516164121e+001	4.99989104048893e-001,-3.22425684970394e-003
8.22242649947094e+001	4.99988861896680e-001,-3.26159149629835e-003
8.31763771102694e+001	4.99988614104047e-001,-3.29935844060132e-003
8.41395141645218e+001	4.99988360539612e-001,-3.33756268769018e-003
8.51138038202400e+001	4.99988101068933e-001,-3.37620930077929e-003
8.60993752184624e+001	4.99987835554439e-001,-3.41530340148781e-003
8.70963589956105e+001	4.99987563855352e-001,-3.45485017094776e-003
8.81048873008038e+001	4.99987285827617e-001,-3.49485484993477e-003
8.91250938133770e+001	4.99987001323822e-001,-3.53532274022781e-003
9.01571137605982e+001	4.99986710193121e-001,-3.57625920472803e-003
9.12010839355935e+001	4.99986412281157e-001,-3.61766966854324e-003
9.22571427154789e+001	4.99986107429975e-001,-3.65955961949764e-003
9.33254300797017e+001	4.99985795477942e-001,-3.70193460905242e-003
9.44060876285950e+001	4.99985476259661e-001,-3.74480025269339e-003
9.54992586021463e+001	4.99985149605880e-001,-3.78816223118753e-003
9.66050878989841e+001	4.99984815343408e-001,-3.83202629084897e-003
9.77237220955838e+001	4.99984473295016e-001,-3.87639824453519e-003
9.88553094656967e+001	4.99984123279352e-001,-3.92128397248549e-003
1.00000000000003e+002	4.99983765110835e-001,-3.96668942286308e-003
1.01157945425993e+002	4.99983398599564e-001,-4.01262061265990e-003
1.02329299228078e+002	4.99983023551215e-001,-4.05908362867302e-003
1.03514216667937e+002	4.99982639766937e-001,-4.10608462795599e-003
1.04712854805093e+002	4.99982247043245e-001,-4.15362983899402e-003
1.05925372517732e+002	4.99981845171920e-001,-4.20172556213232e-003
1.07151930523764e+002	4.99981433939887e-001,-4.25037817086047e-003
1.08392691402123e+002	4.99981013129113e-001,-4.29959411228058e-003
1.09647819614322e+002	4.99980582516484e-001,-4.34937990815425e-003
1.10917481526243e+002	4.99980141873688e-001,-4.39974215567477e-003
