Freq.	V(vout)
1.12201845430200e+002	4.99979690967097e-001,-4.45068752843667e-003
1.13501081567235e+002	4.99979229557643e-001,-4.50222277722095e-003
1.14815362149692e+002	4.99978757400685e-001,-4.55435473096401e-003
1.16144861384038e+002	4.99978274245888e-001,-4.60709029757723e-003
1.17489755493956e+002	4.99977779837085e-001,-4.66043646492958e-003
1.18850222743705e+002	4.99977273912141e-001,-4.71440030170892e-003
1.20226443461745e+002	4.99976756202815e-001,-4.76898895848128e-003
1.21618600064640e+002	4.99976226434621e-001,-4.82420966850413e-003
1.23026877081242e+002	4.99975684326678e-001,-4.88006974869627e-003
1.24451461177142e+002	4.99975129591563e-001,-4.93657660068111e-003
1.25892541179420e+002	4.99974561935156e-001,-4.99373771168154e-003
1.27350308101670e+002	4.99973981056492e-001,-5.05156065561333e-003
1.28824955169317e+002	4.99973386647589e-001,-5.11005309393321e-003
1.30316677845234e+002	4.99972778393298e-001,-5.16922277677599e-003
1.31825673855645e+002	4.99972155971125e-001,-5.22907754397145e-003
1.33352143216336e+002	4.99971519051066e-001,-5.28962532604528e-003
1.34896288259169e+002	4.99970867295432e-001,-5.35087414520412e-003
1.36458313658897e+002	4.99970200358666e-001,-5.41283211651998e-003
1.38038426460293e+002	4.99969517887164e-001,-5.47550744891872e-003
1.39636836105598e+002	4.99968819519087e-001,-5.53890844631949e-003
1.41253754462280e+002	4.99968104884166e-001,-5.60304350862714e-003
1.42889395851115e+002	4.99967373603509e-001,-5.66792113301471e-003
1.44543977074597e+002	4.99966625289398e-001,-5.73354991486472e-003
1.46217717445676e+002	4.99965859545086e-001,-5.79993854899402e-003
1.47910838816825e+002	4.99965075964585e-001,-5.86709583081530e-003
1.49623565609448e+002	4.99964274132449e-001,-5.93503065747004e-003
1.51356124843625e+002	4.99963453623557e-001,-6.00375202899573e-003
1.53108746168208e+002	4.99962614002887e-001,-6.07326904949254e-003
1.54881661891253e+002	4.99961754825284e-001,-6.14359092840077e-003
1.56675107010820e+002	4.99960875635224e-001,-6.21472698163252e-003
1.58489319246116e+002	4.99959975966575e-001,-6.28668663289064e-003
1.60324539069009e+002	4.99959055342346e-001,-6.35947941479369e-003
1.62181009735898e+002	4.99958113274439e-001,-6.43311497022318e-003
1.64058977319959e+002	4.99957149263384e-001,-6.50760305356733e-003
1.65958690743761e+002	4.99956162798082e-001,-6.58295353202787e-003
1.67880401812261e+002	4.99955153355527e-001,-6.65917638683751e-003
1.69824365246180e+002	4.99954120400532e-001,-6.73628171473509e-003
1.71790838715764e+002	4.99953063385446e-001,-6.81427972910886e-003
1.73780082874943e+002	4.99951981749861e-001,-6.89318076149498e-003
1.75792361395875e+002	4.99950874920319e-001,-6.97299526284842e-003
1.77827941003898e+002	4.99949742310004e-001,-7.05373380491977e-003
1.79887091512885e+002	4.99948583318432e-001,-7.13540708173785e-003
1.81970085861004e+002	4.99947397331134e-001,-7.21802591093473e-003
1.84077200146901e+002	4.99946183719332e-001,-7.30160123512156e-003
1.86208713666293e+002	4.99944941839599e-001,-7.38614412349575e-003
1.88364908948986e+002	4.99943671033524e-001,-7.47166577318692e-003
1.90546071796331e+002	4.99942370627363e-001,-7.55817751064732e-003
1.92752491319100e+002	4.99941039931677e-001,-7.64569079335730e-003
1.94984459975811e+002	4.99939678240972e-001,-7.73421721113846e-003
1.97242273611492e+002	4.99938284833323e-001,-7.82376848780300e-003
1.99526231496894e+002	4.99936858969988e-001,-7.91435648258461e-003
2.01836636368163e+002	4.99935399895024e-001,-8.00599319180887e-003
2.04173794466960e+002	4.99933906834877e-001,-8.09869075041485e-003
2.06538015581060e+002	4.99932378997982e-001,-8.19246143352935e-003
2.08929613085411e+002	4.99930815574335e-001,-8.28731765810770e-003
2.11348903983672e+002	4.99929215735068e-001,-8.38327198459309e-003
2.13796208950230e+002	4.99927578632007e-001,-8.48033711852126e-003
2.16271852372709e+002	4.99925903397227e-001,-8.57852591218580e-003
2.18776162394962e+002	4.99924189142588e-001,-8.67785136636726e-003
2.21309470960571e+002	4.99922434959265e-001,-8.77832663198434e-003
2.23872113856841e+002	4.99920639917268e-001,-8.87996501189619e-003
2.26464430759313e+002	4.99918803064945e-001,-8.98277996256466e-003
2.29086765276785e+002	4.99916923428485e-001,-9.08678509588542e-003
2.31739464996856e+002	4.99915000011394e-001,-9.19199418089690e-003
2.34422881532000e+002	4.99913031793971e-001,-9.29842114569661e-003
2.37137370566173e+002	4.99911017732768e-001,-9.40608007918360e-003
2.39883291901957e+002	4.99908956760035e-001,-9.51498523287358e-003
2.42661009508250e+002	4.99906847783157e-001,-9.62515102289095e-003
2.45470891568511e+002	4.99904689684070e-001,-9.73659203172511e-003
2.48313310529565e+002	4.99902481318673e-001,-9.84932301024057e-003
2.51188643150966e+002	4.99900221516222e-001,-9.96335887952447e-003
2.54097270554939e+002	4.99897909078706e-001,-1.00787147329052e-002
2.57039578276895e+002	4.99895542780214e-001,-1.01954058379063e-002
2.60015956316536e+002	4.99893121366286e-001,-1.03134476381975e-002
2.63026799189547e+002	4.99890643553247e-001,-1.04328557557050e-002
2.66072505979890e+002	4.99888108027529e-001,-1.05536459925550e-002
2.69153480392701e+002	4.99885513444972e-001,-1.06758343332190e-002
2.72270130807801e+002	4.99882858430113e-001,-1.07994369465422e-002
2.75422870333826e+002	4.99880141575459e-001,-1.09244701878926e-002
2.78612116862987e+002	4.99877361440738e-001,-1.10509506012681e-002
2.81838293126455e+002	4.99874516552138e-001,-1.11788949214759e-002
2.85101826750401e+002	4.99871605401524e-001,-1.13083200763218e-002
2.88403150312671e+002	4.99868626445645e-001,-1.14392431887825e-002
2.91742701400127e+002	4.99865578105305e-001,-1.15716815792510e-002
2.95120922666649e+002	4.99862458764540e-001,-1.17056527678172e-002
2.98538261891806e+002	4.99859266769749e-001,-1.18411744765246e-002
3.01995172040212e+002	4.99856000428828e-001,-1.19782646316776e-002
3.05492111321562e+002	4.99852658010268e-001,-1.21169413661768e-002
3.09029543251370e+002	4.99849237742238e-001,-1.22572230218737e-002
3.12607936712407e+002	4.99845737811648e-001,-1.23991281519862e-002
3.16227766016849e+002	4.99842156363189e-001,-1.25426755234434e-002
3.19889510969151e+002	4.99838491498348e-001,-1.26878841193778e-002
3.23593656929640e+002	4.99834741274403e-001,-1.28347731415897e-002
3.27340694878850e+002	4.99830903703394e-001,-1.29833620130038e-002
3.31131121482603e+002	4.99826976751071e-001,-1.31336703801945e-002
3.34965439157840e+002	4.99822958335815e-001,-1.32857181159563e-002
3.38844156139215e+002	4.99818846327536e-001,-1.34395253218578e-002
3.42767786546463e+002	4.99814638546543e-001,-1.35951123308573e-002
3.46736850452544e+002	4.99810332762395e-001,-1.37524997099064e-002
3.50751873952581e+002	4.99805926692710e-001,-1.39117082626616e-002
3.54813389233588e+002	4.99801418001967e-001,-1.40727590321036e-002
3.58921934645018e+002	4.99796804300261e-001,-1.42356733033142e-002
3.63078054770114e+002	4.99792083142041e-001,-1.44004726061962e-002
3.67282300498098e+002	4.99787252024813e-001,-1.45671787182403e-002
3.71535229097186e+002	4.99782308387816e-001,-1.47358136673814e-002
3.75837404288458e+002	4.99777249610667e-001,-1.49063997347566e-002
3.80189396320575e+002	4.99772073011968e-001,-1.50789594576433e-002
3.84591782045368e+002	4.99766775847894e-001,-1.52535156323587e-002
3.89045144994295e+002	4.99761355310733e-001,-1.54300913171146e-002
3.93550075455792e+002	4.99755808527403e-001,-1.56087098350556e-002
3.98107170553512e+002	4.99750132557930e-001,-1.57893947772538e-002
4.02717034325474e+002	4.99744324393892e-001,-1.59721700056514e-002
4.07380277804128e+002	4.99738380956822e-001,-1.61570596562496e-002
4.12097519097345e+002	4.99732299096584e-001,-1.63440881420524e-002
4.16869383470351e+002	4.99726075589703e-001,-1.65332801563069e-002
4.21696503428598e+002	4.99719707137657e-001,-1.67246606756243e-002
4.26579518801609e+002	4.99713190365130e-001,-1.69182549631379e-002
4.31519076827781e+002	4.99706521818230e-001,-1.71140885717762e-002
4.36515832240182e+002	4.99699697962655e-001,-1.73121873474974e-002
4.41570447353329e+002	4.99692715181826e-001,-1.75125774325684e-002
4.46683592150980e+002	4.99685569774972e-001,-1.77152852689148e-002
4.51855944374939e+002	4.99678257955168e-001,-1.79203376014874e-002
4.57088189614892e+002	4.99670775847335e-001,-1.81277614816401e-002
4.62381021399278e+002	4.99663119486187e-001,-1.83375842705738e-002
4.67735141287216e+002	4.99655284814134e-001,-1.85498336427945e-002
4.73151258961498e+002	4.99647267679130e-001,-1.87645375896372e-002
4.78630092322656e+002	4.99639063832481e-001,-1.89817244227807e-002
4.84172367584118e+002	4.99630668926596e-001,-1.92014227778583e-002
4.89778819368465e+002	4.99622078512684e-001,-1.94236616180318e-002
4.95450190804809e+002	4.99613288038401e-001,-1.96484702376812e-002
5.01187233627291e+002	4.99604292845443e-001,-1.98758782660635e-002
5.06990708274724e+002	4.99595088167079e-001,-2.01059156710684e-002
5.12861383991384e+002	4.99585669125633e-001,-2.03386127629217e-002
5.18800038928981e+002	4.99576030729898e-001,-2.05740001980753e-002
5.24807460249793e+002	4.99566167872500e-001,-2.08121089829852e-002
5.30884444231009e+002	4.99556075327196e-001,-2.10529704780025e-002
5.37031796370273e+002	4.99545747746108e-001,-2.12966164012943e-002
5.43250331492454e+002	4.99535179656897e-001,-2.15430788328003e-002
5.49540873857646e+002	4.99524365459867e-001,-2.17923902182390e-002
5.55904257270425e+002	4.99513299425002e-001,-2.20445833731189e-002
5.62341325190371e+002	4.99501975688941e-001,-2.22996914868337e-002
5.68852930843864e+002	4.99490388251874e-001,-2.25577481267552e-002
5.75439937337179e+002	4.99478530974369e-001,-2.28187872424347e-002
5.82103217770894e+002	4.99466397574129e-001,-2.30828431697429e-002
5.88843655355612e+002	4.99453981622668e-001,-2.33499506351245e-002
5.95662143529034e+002	4.99441276541916e-001,-2.36201447598938e-002
6.02559586074381e+002	4.99428275600738e-001,-2.38934610645348e-002
6.09536897240193e+002	4.99414971911379e-001,-2.41699354730502e-002
6.16595001861506e+002	4.99401358425822e-001,-2.44496043173891e-002
6.23734835482444e+002	4.99387427932066e-001,-2.47325043418616e-002
6.30957344480218e+002	4.99373173050312e-001,-2.50186727076190e-002
6.38263486190574e+002	4.99358586229064e-001,-2.53081469972216e-002
6.45654229034681e+002	4.99343659741141e-001,-2.56009652191323e-002
6.53130552647498e+002	4.99328385679592e-001,-2.58971658123942e-002
6.60693448007622e+002	4.99312755953523e-001,-2.61967876512341e-002
6.68343917568641e+002	4.99296762283819e-001,-2.64998700497731e-002
6.76082975392009e+002	4.99280396198772e-001,-2.68064527667618e-002
6.83911647281457e+002	4.99263649029611e-001,-2.71165760103316e-002
6.91830970918964e+002	4.99246511905918e-001,-2.74302804428586e-002
6.99841996002302e+002	4.99228975750950e-001,-2.77476071857707e-002
7.07945784384166e+002	4.99211031276843e-001,-2.80685978244971e-002
7.16143410212931e+002	4.99192668979709e-001,-2.83932944133772e-002
7.24435960075019e+002	4.99173879134621e-001,-2.87217394806638e-002
7.32824533138934e+002	4.99154651790479e-001,-2.90539760335571e-002
7.41310241300948e+002	4.99134976764758e-001,-2.93900475632617e-002
7.49894209332486e+002	4.99114843638135e-001,-2.97299980501145e-002
7.58577575029214e+002	4.99094241748993e-001,-3.00738719687242e-002
7.67361489361850e+002	4.99073160187792e-001,-3.04217142931762e-002
7.76247116628723e+002	4.99051587791318e-001,-3.07735705022807e-002
7.85235634610104e+002	4.99029513136793e-001,-3.11294865848372e-002
7.94328234724314e+002	4.99006924535852e-001,-3.14895090449600e-002
8.03526122185650e+002	4.98983810028376e-001,-3.18536849074524e-002
8.12830516164133e+002	4.98960157376192e-001,-3.22220617231901e-002
8.22242649947105e+002	4.98935954056614e-001,-3.25946875745864e-002
8.31763771102705e+002	4.98911187255850e-001,-3.29716110810577e-002
8.41395141645230e+002	4.98885843862238e-001,-3.33528814045646e-002
8.51138038202412e+002	4.98859910459351e-001,-3.37385482551578e-002
8.60993752184636e+002	4.98833373318910e-001,-3.41286618966074e-002
8.70963589956117e+002	4.98806218393570e-001,-3.45232731520137e-002
8.81048873008051e+002	4.98778431309507e-001,-3.49224334095094e-002
8.91250938133782e+002	4.98749997358854e-001,-3.53261946279710e-002
9.01571137605994e+002	4.98720901491955e-001,-3.57346093427693e-002
9.12010839355948e+002	4.98691128309441e-001,-3.61477306715773e-002
9.22571427154802e+002	4.98660662054126e-001,-3.65656123201734e-002
9.33254300797030e+002	4.98629486602710e-001,-3.69883085883244e-002
9.44060876285963e+002	4.98597585457297e-001,-3.74158743756787e-002
9.54992586021476e+002	4.98564941736714e-001,-3.78483651877040e-002
9.66050878989854e+002	4.98531538167633e-001,-3.82858371416274e-002
9.77237220955852e+002	4.98497357075482e-001,-3.87283469724692e-002
9.88553094656980e+002	4.98462380375155e-001,-3.91759520390423e-002
1.00000000000004e+003	4.98426589561502e-001,-3.96287103300298e-002
1.01157945425994e+003	4.98389965699603e-001,-4.00866804700528e-002
1.02329299228080e+003	4.98352489414816e-001,-4.05499217258146e-002
1.03514216667939e+003	4.98314140882600e-001,-4.10184940122200e-002
1.04712854805094e+003	4.98274899818096e-001,-4.14924578985510e-002
1.05925372517733e+003	4.98234745465478e-001,-4.19718746146738e-002
1.07151930523765e+003	4.98193656587056e-001,-4.24568060572278e-002
1.08392691402125e+003	4.98151611452122e-001,-4.29473147959004e-002
1.09647819614323e+003	4.98108587825546e-001,-4.34434640796563e-002
1.10917481526245e+003	4.98064562956115e-001,-4.39453178430208e-002
1.12201845430201e+003	4.98019513564593e-001,-4.44529407123855e-002
1.13501081567236e+003	4.97973415831510e-001,-4.49663980123132e-002
1.14815362149693e+003	4.97926245384682e-001,-4.54857557718507e-002
1.16144861384039e+003	4.97877977286428e-001,-4.60110807308741e-002
1.17489755493958e+003	4.97828586020505e-001,-4.65424403464353e-002
1.18850222743707e+003	4.97778045478739e-001,-4.70799027990986e-002
1.20226443461746e+003	4.97726328947354e-001,-4.76235369993139e-002
1.21618600064642e+003	4.97673409092982e-001,-4.81734125937587e-002
1.23026877081243e+003	4.97619257948360e-001,-4.87295999717057e-002
1.24451461177144e+003	4.97563846897689e-001,-4.92921702713824e-002
1.25892541179422e+003	4.97507146661671e-001,-4.98611953863188e-002
1.27350308101672e+003	4.97449127282195e-001,-5.04367479716891e-002
1.28824955169319e+003	4.97389758106677e-001,-5.10189014506428e-002
1.30316677845236e+003	4.97329007772038e-001,-5.16077300206328e-002
1.31825673855646e+003	4.97266844188323e-001,-5.22033086597049e-002
1.33352143216338e+003	4.97203234521940e-001,-5.28057131327922e-002
1.34896288259171e+003	4.97138145178522e-001,-5.34150199979579e-002
1.36458313658898e+003	4.97071541785393e-001,-5.40313066126350e-002
1.38038426460295e+003	4.97003389173635e-001,-5.46546511398257e-002
1.39636836105600e+003	4.96933651359755e-001,-5.52851325542546e-002
1.41253754462282e+003	4.96862291526922e-001,-5.59228306485028e-002
1.42889395851117e+003	4.96789272005789e-001,-5.65678260390755e-002
1.44543977074599e+003	4.96714554254870e-001,-5.72202001724400e-002
1.46217717445678e+003	4.96638098840474e-001,-5.78800353310087e-002
1.47910838816827e+003	4.96559865416189e-001,-5.85474146390461e-002
1.49623565609450e+003	4.96479812701888e-001,-5.92224220685274e-002
1.51356124843627e+003	4.96397898462276e-001,-5.99051424449318e-002
1.53108746168210e+003	4.96314079484932e-001,-6.05956614529508e-002
1.54881661891255e+003	4.96228311557870e-001,-6.12940656421231e-002
1.56675107010822e+003	4.96140549446580e-001,-6.20004424323857e-002
1.58489319246118e+003	4.96050746870557e-001,-6.27148801195176e-002
1.60324539069011e+003	4.95958856479299e-001,-6.34374678805050e-002
1.62181009735900e+003	4.95864829827756e-001,-6.41682957787935e-002
1.64058977319961e+003	4.95768617351235e-001,-6.49074547694140e-002
1.65958690743763e+003	4.95670168339734e-001,-6.56550367040150e-002
1.67880401812264e+003	4.95569430911694e-001,-6.64111343357360e-002
1.69824365246182e+003	4.95466351987168e-001,-6.71758413239754e-002
1.71790838715767e+003	4.95360877260379e-001,-6.79492522389965e-002
1.73780082874945e+003	4.95252951171669e-001,-6.87314625663754e-002
1.75792361395877e+003	4.95142516878808e-001,-6.95225687113103e-002
1.77827941003900e+003	4.95029516227669e-001,-7.03226680027390e-002
1.79887091512887e+003	4.94913889722241e-001,-7.11318586972753e-002
1.81970085861007e+003	4.94795576493969e-001,-7.19502399829810e-002
1.84077200146904e+003	4.94674514270412e-001,-7.27779119828954e-002
1.86208713666295e+003	4.94550639343199e-001,-7.36149757583906e-002
1.88364908948989e+003	4.94423886535265e-001,-7.44615333122831e-002
1.90546071796333e+003	4.94294189167365e-001,-7.53176875917116e-002
1.92752491319102e+003	4.94161479023836e-001,-7.61835424907771e-002
1.94984459975813e+003	4.94025686317597e-001,-7.70592028529125e-002
1.97242273611494e+003	4.93886739654371e-001,-7.79447744729795e-002
1.99526231496897e+003	4.93744565996116e-001,-7.88403640990953e-002
2.01836636368165e+003	4.93599090623645e-001,-7.97460794341296e-002
2.04173794466962e+003	4.93450237098408e-001,-8.06620291369146e-002
2.06538015581062e+003	4.93297927223443e-001,-8.15883228231063e-002
2.08929613085414e+003	4.93142081003456e-001,-8.25250710657024e-002
2.11348903983674e+003	4.92982616604017e-001,-8.34723853952044e-002
2.13796208950233e+003	4.92819450309869e-001,-8.44303782993894e-002
2.16271852372712e+003	4.92652496482306e-001,-8.53991632226903e-002
2.18776162394965e+003	4.92481667515623e-001,-8.63788545651521e-002
2.21309470960574e+003	4.92306873792607e-001,-8.73695676809748e-002
2.23872113856844e+003	4.92128023639055e-001,-8.83714188765592e-002
2.26464430759316e+003	4.91945023277297e-001,-8.93845254081279e-002
2.29086765276788e+003	4.91757776778699e-001,-9.04090054788072e-002
2.31739464996859e+003	4.91566186015142e-001,-9.14449782352109e-002
2.34422881532003e+003	4.91370150609430e-001,-9.24925637634829e-002
2.37137370566177e+003	4.91169567884635e-001,-9.35518830847586e-002
2.39883291901960e+003	4.90964332812331e-001,-9.46230581500590e-002
2.42661009508253e+003	4.90754337959717e-001,-9.57062118345438e-002
2.45470891568515e+003	4.90539473435593e-001,-9.68014679311426e-002
2.48313310529569e+003	4.90319626835171e-001,-9.79089511435036e-002
2.51188643150970e+003	4.90094683183699e-001,-9.90287870782534e-002
2.54097270554942e+003	4.89864524878874e-001,-1.00161102236519e-001
2.57039578276898e+003	4.89629031632023e-001,-1.01306024004699e-001
2.60015956316539e+003	4.89388080408021e-001,-1.02463680644444e-001
2.63026799189551e+003	4.89141545363934e-001,-1.03634201281810e-001
2.66072505979894e+003	4.88889297786348e-001,-1.04817715895561e-001
2.69153480392704e+003	4.88631206027377e-001,-1.06014355304570e-001
2.72270130807804e+003	4.88367135439305e-001,-1.07224251154302e-001
2.75422870333830e+003	4.88096948307854e-001,-1.08447535902326e-001
2.78612116862990e+003	4.87820503784043e-001,-1.09684342802821e-001
2.81838293126459e+003	4.87537657814617e-001,-1.10934805890030e-001
2.85101826750404e+003	4.87248263071013e-001,-1.12199059960636e-001
2.88403150312674e+003	4.86952168876847e-001,-1.13477240555001e-001
2.91742701400131e+003	4.86649221133886e-001,-1.14769483937221e-001
2.95120922666653e+003	4.86339262246484e-001,-1.16075927073971e-001
2.98538261891810e+003	4.86022131044452e-001,-1.17396707612066e-001
3.01995172040216e+003	4.85697662704337e-001,-1.18731963854697e-001
3.05492111321566e+003	4.85365688669078e-001,-1.20081834736303e-001
3.09029543251374e+003	4.85026036566023e-001,-1.21446459796009e-001
3.12607936712411e+003	4.84678530123256e-001,-1.22825979149568e-001
3.16227766016853e+003	4.84322989084238e-001,-1.24220533459789e-001
3.19889510969155e+003	4.83959229120704e-001,-1.25630263905328e-001
3.23593656929644e+003	4.83587061743808e-001,-1.27055312147840e-001
3.27340694878854e+003	4.83206294213473e-001,-1.28495820297393e-001
3.31131121482607e+003	4.82816729445933e-001,-1.29951930876085e-001
3.34965439157844e+003	4.82418165919429e-001,-1.31423786779807e-001
3.38844156139219e+003	4.82010397578025e-001,-1.32911531238062e-001
3.42767786546467e+003	4.81593213733529e-001,-1.34415307771777e-001
3.46736850452549e+003	4.81166398965488e-001,-1.35935260149036e-001
3.50751873952585e+003	4.80729733019214e-001,-1.37471532338647e-001
3.54813389233593e+003	4.80282990701837e-001,-1.39024268461457e-001
3.58921934645023e+003	4.79825941776333e-001,-1.40593612739352e-001
3.63078054770119e+003	4.79358350853519e-001,-1.42179709441823e-001
3.67282300498103e+003	4.78879977281978e-001,-1.43782702830042e-001
3.71535229097191e+003	4.78390575035878e-001,-1.45402737098317e-001
3.75837404288463e+003	4.77889892600688e-001,-1.47039956312871e-001
3.80189396320580e+003	4.77377672856721e-001,-1.48694504347800e-001
3.84591782045373e+003	4.76853652960525e-001,-1.50366524818146e-001
3.89045144994300e+003	4.76317564224056e-001,-1.52056161009955e-001
3.93550075455797e+003	4.75769131991636e-001,-1.53763555807213e-001
3.98107170553517e+003	4.75208075514660e-001,-1.55488851615543e-001
4.02717034325479e+003	4.74634107824027e-001,-1.57232190282558e-001
4.07380277804133e+003	4.74046935600282e-001,-1.58993713014729e-001
4.12097519097351e+003	4.73446259041434e-001,-1.60773560290649e-001
4.16869383470356e+003	4.72831771728446e-001,-1.62571871770570e-001
4.21696503428603e+003	4.72203160488364e-001,-1.64388786202051e-001
4.26579518801614e+003	4.71560105255066e-001,-1.66224441321616e-001
4.31519076827787e+003	4.70902278927630e-001,-1.68078973752237e-001
4.36515832240188e+003	4.70229347226287e-001,-1.69952518896516e-001
4.41570447353335e+003	4.69540968545955e-001,-1.71845210825405e-001
4.46683592150986e+003	4.68836793807338e-001,-1.73757182162300e-001
4.51855944374945e+003	4.68116466305583e-001,-1.75688563962347e-001
4.57088189614898e+003	4.67379621556484e-001,-1.77639485586781e-001
4.62381021399284e+003	4.66625887140220e-001,-1.79610074572136e-001
4.67735141287222e+003	4.65854882542640e-001,-1.81600456494122e-001
4.73151258961504e+003	4.65066218994070e-001,-1.83610754825997e-001
4.78630092322663e+003	4.64259499305664e-001,-1.85641090791229e-001
4.84172367584124e+003	4.63434317703287e-001,-1.87691583210246e-001
4.89778819368471e+003	4.62590259658945e-001,-1.89762348341069e-001
4.95450190804815e+003	4.61726901719766e-001,-1.91853499713606e-001
5.01187233627298e+003	4.60843811334551e-001,-1.93965147957391e-001
5.06990708274730e+003	4.59940546677899e-001,-1.96097400622531e-001
5.12861383991391e+003	4.59016656471946e-001,-1.98250361993623e-001
5.18800038928988e+003	4.58071679805726e-001,-2.00424132896397e-001
5.24807460249800e+003	4.57105145952180e-001,-2.02618810496835e-001
5.30884444231016e+003	4.56116574182863e-001,-2.04834488092492e-001
5.37031796370280e+003	4.55105473580375e-001,-2.07071254895760e-001
5.43250331492461e+003	4.54071342848562e-001,-2.09329195808781e-001
5.49540873857653e+003	4.53013670120529e-001,-2.11608391189739e-001
5.55904257270432e+003	4.51931932764536e-001,-2.13908916610214e-001
5.62341325190378e+003	4.50825597187823e-001,-2.16230842603294e-001
5.68852930843871e+003	4.49694118638434e-001,-2.18574234402141e-001
5.75439937337187e+003	4.48536941005125e-001,-2.20939151668659e-001
5.82103217770902e+003	4.47353496615420e-001,-2.23325648211944e-001
5.88843655355620e+003	4.46143206031922e-001,-2.25733771696161e-001
5.95662143529042e+003	4.44905477846971e-001,-2.28163563337476e-001
6.02559586074389e+003	4.43639708475747e-001,-2.30615057589691e-001
6.09536897240201e+003	4.42345281947951e-001,-2.33088281818174e-001
6.16595001861514e+003	4.41021569698175e-001,-2.35583255961716e-001
6.23734835482452e+003	4.39667930355113e-001,-2.38099992181866e-001
6.30957344480226e+003	4.38283709529741e-001,-2.40638494499375e-001
6.38263486190582e+003	4.36868239602642e-001,-2.43198758417254e-001
6.45654229034690e+003	4.35420839510645e-001,-2.45780770530052e-001
6.53130552647507e+003	4.33940814532954e-001,-2.48384508118852e-001
6.60693448007631e+003	4.32427456076973e-001,-2.51009938731536e-001
6.68343917568650e+003	4.30880041464039e-001,-2.53657019747797e-001
6.76082975392018e+003	4.29297833715290e-001,-2.56325697928429e-001
6.83911647281466e+003	4.27680081337912e-001,-2.59015908948336e-001
6.91830970918973e+003	4.26026018112026e-001,-2.61727576912749e-001
6.99841996002311e+003	4.24334862878499e-001,-2.64460613856076e-001
7.07945784384176e+003	4.22605819327967e-001,-2.67214919222837e-001
7.16143410212940e+003	4.20838075791405e-001,-2.69990379330065e-001
7.24435960075029e+003	4.19030805032560e-001,-2.72786866810601e-001
7.32824533138943e+003	4.17183164042633e-001,-2.75604240036626e-001
7.41310241300957e+003	4.15294293837577e-001,-2.78442342522815e-001
7.49894209332496e+003	4.13363319258430e-001,-2.81301002308432e-001
7.58577575029225e+003	4.11389348775107e-001,-2.84180031317695e-001
7.67361489361860e+003	4.09371474294136e-001,-2.87079224697708e-001
7.76247116628734e+003	4.07308770970795e-001,-2.89998360133232e-001
7.85235634610114e+003	4.05200297026210e-001,-2.92937197137564e-001
7.94328234724324e+003	4.03045093569933e-001,-2.95895476318755e-001
8.03526122185661e+003	4.00842184428610e-001,-2.98872918620372e-001
8.12830516164143e+003	3.98590575981349e-001,-3.01869224536012e-001
8.22242649947116e+003	3.96289257002449e-001,-3.04884073296731e-001
8.31763771102716e+003	3.93937198512194e-001,-3.07917122030524e-001
8.41395141645241e+003	3.91533353636442e-001,-3.10968004892989e-001
8.51138038202423e+003	3.89076657475797e-001,-3.14036332168274e-001
8.60993752184648e+003	3.86566026985185e-001,-3.17121689339361e-001
8.70963589956128e+003	3.84000360864722e-001,-3.20223636126761e-001
8.81048873008062e+003	3.81378539462781e-001,-3.23341705494604e-001
8.91250938133794e+003	3.78699424692258e-001,-3.26475402623161e-001
9.01571137606006e+003	3.75961859961045e-001,-3.29624203846716e-001
9.12010839355960e+003	3.73164670117827e-001,-3.32787555555769e-001
9.22571427154814e+003	3.70306661414340e-001,-3.35964873062448e-001
9.33254300797043e+003	3.67386621485314e-001,-3.39155539428021e-001
9.44060876285976e+003	3.64403319347390e-001,-3.42358904251361e-001
9.54992586021489e+003	3.61355505418360e-001,-3.45574282417178e-001
9.66050878989867e+003	3.58241911558174e-001,-3.48800952802801e-001
9.77237220955865e+003	3.55061251133218e-001,-3.52038156942271e-001
9.88553094656994e+003	3.51812219105459e-001,-3.55285097646469e-001
1.00000000000006e+004	3.48493492148145e-001,-3.58540937577954e-001
1.01157945425996e+004	3.45103728789835e-001,-3.61804797779177e-001
1.02329299228081e+004	3.41641569588626e-001,-3.65075756152685e-001
1.03514216667940e+004	3.38105637338561e-001,-3.68352845891881e-001
1.04712854805096e+004	3.34494537310292e-001,-3.71635053860906e-001
1.05925372517735e+004	3.30806857528209e-001,-3.74921318922127e-001
1.07151930523767e+004	3.27041169086338e-001,-3.78210530209696e-001
1.08392691402126e+004	3.23196026505468e-001,-3.81501525347607e-001
1.09647819614325e+004	3.19269968134067e-001,-3.84793088610623e-001
1.10917481526246e+004	3.15261516595733e-001,-3.88083949026399e-001
1.12201845430203e+004	3.11169179286022e-001,-3.91372778417103e-001
1.13501081567238e+004	3.06991448921707e-001,-3.94658189378748e-001
1.14815362149695e+004	3.02726804145643e-001,-3.97938733196433e-001
1.16144861384041e+004	2.98373710190631e-001,-4.01212897693627e-001
1.17489755493960e+004	2.93930619605825e-001,-4.04479105013560e-001
1.18850222743709e+004	2.89395973049470e-001,-4.07735709330739e-001
1.20226443461748e+004	2.84768200151913e-001,-4.10980994490551e-001
1.21618600064644e+004	2.80045720453125e-001,-4.14213171574829e-001
1.23026877081245e+004	2.75226944419154e-001,-4.17430376391204e-001
1.24451461177146e+004	2.70310274542219e-001,-4.20630666883981e-001
1.25892541179424e+004	2.65294106529430e-001,-4.23812020464208e-001
